posting_id,title,company,location,salary_raw,date_posted_raw,remote,seniority
437,Data Scientist,Solstice Energy,Bristol,,2026-02-07,No,Mid
1466,Business Intelligence Analyst,Orchard Media,Remote,"£40,000 - £55,000",05/03/2026,Yes,Mid
416,Data Analyst,Kestrel Logistics,Glasgow,Competitive salary,21/03/2026,Yes,
731,Data Scientist,Fenwick Insurance,LONDON,"£40,000 - £50,000",19 Apr 2025,N/A,Junior
642,Data Engineer,Vantage Health,Glasgow,,27/03/2025,Hybrid,Senior
185,Data Scientist II,Redbridge Telecom,Leeds,"£75,000 - £95,000",11/11/2025,No,Senior
679,Insights Analyst,Redbridge Telecom,Glasgow,£75k-£95k,01 Jan 2026,yes,Senior
109,Junior Data Scientist,Orchard Media,Birmingham,"£47,500",16 Nov 2025,,
18,Analytics Consultant,BrightPath Retail,Liverpool,Competitive salary,26/03/2025,yes,Mid
44,Data Science Intern,Northwind Analytics,Glasgow,"£65,000",2025-06-06,No,Mid
176,Data Engineer,Fenwick Insurance,Sheffield,,15 Sep 2025,,
1600,Data Scientist,Fenwick Insurance,Glasgow,"£28,000 - £35,000",04 May 2026,Hybrid,Junior
1176,Data Engineer,Orchard Media,Birmingham,£32k-£42k,2026-01-16,,Junior
1336,Data Science Intern,Orchard Media,London,"£45,000",16 Mar 2026,,Graduate
1087,Data Analyst,Ashford Digital,Liverpool,,12 Oct 2025,yes,
648,Insights Analyst,Grove & Co,Birmingham,"£40,000 - £55,000",03/08/2025,Hybrid,Mid
997,Data Engineer,Kestrel Logistics,Leeds,,2025-06-24,Hybrid,Mid
268,Data Scientist II,Marlowe Consulting,Birmingham,£40k-£55k,19 Jun 2025,Yes,Mid
1427,Data Scientist,Vantage Health,Sheffield,£32k-£42k,22 Nov 2025,Yes,Graduate
960,Machine Learning Engineer,BrightPath Retail,Sheffield,"£55,000 - £75,000",2026-04-15,No,Mid
649,Analytics Consultant,Vantage Health,Birmingham,"£40,000 - £55,000",15/11/2025,Yes,Mid
843,Data Analyst,Fenwick Insurance,Liverpool,"£47,500",2026-03-27,Hybrid,
309,Data Scientist II,Alderly Bank,Edinburgh,"£37,000",2025-08-01,Yes,
1581,Machine Learning Engineer,Grove & Co,Glasgow,,21 Feb 2026,N/A,Graduate
1595,Insights Analyst,Orchard Media,Bristol,"£85,000",2025-07-06,Hybrid,Senior
1292,Data Engineer,Grove & Co,Birmingham,,16 Nov 2025,No,Senior
1492,Data Engineer,Vantage Health,manchester,,2026-01-21,Hybrid,Junior
1596,Data Scientist II,Fenwick Insurance,"Manchester, UK",£40k-£55k,12 Feb 2026,yes,Mid
560,Data Scientist,Orchard Media,manchester,Competitive salary,22 Oct 2025,N/A,Graduate
353,Junior Data Scientist,BrightPath Retail,london,,03/05/2026,yes,Junior
1163,Data Analyst,BrightPath Retail,Sheffield,"£75,000 - £95,000",2025-06-15,No,Senior
1327,Junior Data Scientist,Redbridge Telecom,WFH,"£28,000 - £35,000",09 May 2025,No,Junior
423,Analytics Consultant,Alderly Bank,Birmingham,Competitive salary,17/02/2026,N/A,Mid
1572,Data Analyst,Marlowe Consulting,Bristol,£32k-£42k,05/12/2025,Hybrid,Graduate
908,Data Engineer,Alderly Bank,Liverpool,,31/07/2025,,Mid
1587,Insights Analyst,Solstice Energy,Birmingham,,29/06/2025,,Mid
1300,Insights Analyst,Solstice Energy,LONDON,,2025-05-22,No,Mid
1060,Data Scientist II,Vantage Health,Leeds,Competitive salary,31 Jul 2025,No,
517,Machine Learning Engineer,Redbridge Telecom,"Manchester, UK","£65,000",2026-01-04,,Mid
321,Machine Learning Engineer,Solstice Energy,Sheffield,,2025-03-11,,Senior
1130,Machine Learning Engineer,Northwind Analytics,Birmingham,"£31,500",19/04/2025,,Junior
1278,Data Scientist II,Vantage Health,Sheffield,"£85,000",03/02/2025,Yes,Senior
1271,Business Intelligence Analyst,Grove & Co,Glasgow,"£75,000 - £95,000",28/02/2026,Hybrid,Senior
409,Insights Analyst,Vantage Health,Edinburgh,Competitive salary,23 Jul 2025,Hybrid,Junior
105,Data Scientist,Vantage Health,Bristol,Competitive salary,05/09/2025,Hybrid,Mid
845,Business Intelligence Analyst,Marlowe Consulting,Work from home,Competitive salary,2026-03-20,,Senior
616,Insights Analyst,BrightPath Retail,"Manchester, UK","£65,000",2025-06-28,Hybrid,
1481,Junior Data Scientist,Grove & Co,manchester,,2025-07-30,N/A,Graduate
1550,Data Engineer,BrightPath Retail,Remote,,01 Aug 2025,,Junior
1433,Business Intelligence Analyst,Vantage Health,Glasgow,"£37,000",24/10/2025,Hybrid,Junior
964,Data Analyst,BrightPath Retail,London,"£48,000 - £63,000",2026-02-05,Yes,
635,Insights Analyst,Kestrel Logistics,Leeds,,10 Mar 2025,yes,Senior
805,Machine Learning Engineer,Ashford Digital,Sheffield,£32k-£42k,04/03/2026,,
438,Insights Analyst,Orchard Media,WFH,,2025-01-03,yes,
1554,Data Engineer,Kestrel Logistics,Bristol,,09 Dec 2025,yes,Senior
197,Data Scientist,BrightPath Retail,Work from home,"£28,000 - £35,000",15 Mar 2025,N/A,Graduate
837,Data Science Intern,Grove & Co,london,£48k-£63k,15/01/2025,Hybrid,Mid
1570,Data Engineer,Fenwick Insurance,Manchester,,05 Mar 2025,N/A,Senior
949,Insights Analyst,Fenwick Insurance,london,"£40,000 - £50,000",2026-04-07,N/A,Junior
1279,Analytics Consultant,Northwind Analytics,Leeds,"£28,000 - £35,000",08/09/2025,Yes,Graduate
1377,Analytics Consultant,Marlowe Consulting,Birmingham,,08 Sep 2025,,Mid
1397,Data Analyst,Marlowe Consulting,Birmingham,"£40,000 - £55,000",14/03/2025,yes,
392,Machine Learning Engineer,Fenwick Insurance,Birmingham,"£75,000 - £95,000",2025-05-16,No,Senior
445,Data Analyst,Orchard Media,Glasgow,,2025-12-26,No,Junior
1487,Data Scientist II,Grove & Co,"Manchester, UK",£75k-£95k,25 Aug 2025,Yes,Senior
1506,Data Engineer,Kestrel Logistics,Leeds,Competitive salary,2026-03-28,Hybrid,
1086,Insights Analyst,Alderly Bank,WFH,Competitive salary,2025-03-06,Hybrid,
273,Business Intelligence Analyst,Fenwick Insurance,Liverpool,,25/01/2026,No,
817,Machine Learning Engineer,Marlowe Consulting,Liverpool,"£32,000 - £42,000",16/07/2025,Hybrid,Junior
668,Machine Learning Engineer,Ashford Digital,LONDON,,2026-03-26,Hybrid,
692,Insights Analyst,Northwind Analytics,Sheffield,"£40,000 - £55,000",09 Jul 2025,Yes,Mid
745,Data Scientist,Northwind Analytics,Edinburgh,"£65,000",21 Jun 2025,,Mid
950,Junior Data Scientist,Orchard Media,Liverpool,"£32,000 - £42,000",2025-10-03,N/A,
1307,Insights Analyst,Vantage Health,Manchester,"£37,000",07 Nov 2025,Yes,Junior
910,Data Analyst,Fenwick Insurance,Edinburgh,"£55,000 - £75,000",2025-07-21,N/A,Mid
927,Business Intelligence Analyst,Kestrel Logistics,Birmingham,Competitive salary,2025-06-28,Yes,Junior
944,Data Science Intern,Marlowe Consulting,Glasgow,Competitive salary,29 May 2025,No,Junior
856,Data Scientist II,Orchard Media,Glasgow,£28k-£35k,08/04/2025,Hybrid,Junior
863,Data Scientist II,Solstice Energy,Edinburgh,"£37,000",30 Dec 2025,,Mid
832,Analytics Consultant,Grove & Co,Liverpool,Competitive salary,2025-09-13,N/A,Junior
427,Machine Learning Engineer,Vantage Health,Bristol,Competitive salary,2026-01-27,Yes,Mid
723,Business Intelligence Analyst,Solstice Energy,"London, UK","£40,000 - £50,000",07/12/2025,Hybrid,Mid
1464,Insights Analyst,Kestrel Logistics,Liverpool,"£31,500",2025-07-10,No,Junior
257,Data Science Intern,Fenwick Insurance,WFH,"£55,000 - £75,000",16 Dec 2025,yes,
1494,Junior Data Scientist,Alderly Bank,Liverpool,"£31,500",16/10/2025,N/A,Junior
465,Analytics Consultant,Fenwick Insurance,Liverpool,"£75,000 - £95,000",19 Feb 2025,No,Senior
1109,Data Scientist,Ashford Digital,Remote (UK),Competitive salary,17 Dec 2025,Yes,Senior
841,Machine Learning Engineer,Redbridge Telecom,remote,£40k-£55k,2025-02-24,No,
942,Business Intelligence Analyst,Marlowe Consulting,Sheffield,"£47,500",18/10/2025,,Mid
88,Business Intelligence Analyst,Redbridge Telecom,Sheffield,£28k-£35k,2025-11-17,Hybrid,Graduate
295,Insights Analyst,Redbridge Telecom,Edinburgh,,2025-07-18,N/A,Junior
615,Insights Analyst,Kestrel Logistics,Liverpool,"£37,000",02/02/2026,Hybrid,Mid
885,Business Intelligence Analyst,Fenwick Insurance,Sheffield,"£47,500",2026-05-10,No,
43,Data Science Intern,Northwind Analytics,Birmingham,"£47,500",23 Mar 2025,Yes,
754,Data Science Intern,Ashford Digital,Leeds,Competitive salary,24 Apr 2025,No,Senior
329,Insights Analyst,Vantage Health,Liverpool,"£55,000 - £75,000",22 May 2025,No,Mid
527,Data Engineer,BrightPath Retail,Bristol,"£75,000 - £95,000",30 Dec 2025,Yes,Senior
796,Data Scientist II,Redbridge Telecom,Liverpool,"£55,000 - £75,000",2025-03-01,Yes,
358,Data Science Intern,Alderly Bank,Birmingham,£32k-£42k,2025-06-14,,Graduate
1305,Data Scientist,Northwind Analytics,Birmingham,,24 Apr 2026,,Junior
588,Junior Data Scientist,Ashford Digital,Liverpool,£55k-£75k,12 Jun 2025,N/A,Mid
296,Data Scientist II,Kestrel Logistics,Sheffield,£40k-£55k,18/05/2025,Hybrid,
459,Analytics Consultant,Fenwick Insurance,remote,"£28,000 - £35,000",2025-11-26,yes,Graduate
738,Machine Learning Engineer,Marlowe Consulting,Birmingham,£32k-£42k,21 Feb 2025,yes,Mid
1438,Machine Learning Engineer,Northwind Analytics,Birmingham,"£47,500",2025-11-28,No,
931,Analytics Consultant,Ashford Digital,Bristol,Competitive salary,19 Nov 2025,Hybrid,Mid
1384,Junior Data Scientist,Marlowe Consulting,Leeds,£28k-£35k,06 Nov 2025,Yes,Graduate
982,Junior Data Scientist,Marlowe Consulting,Sheffield,£28k-£35k,2026-03-28,No,Junior
1396,Machine Learning Engineer,Solstice Energy,Sheffield,£75k-£95k,19 Feb 2026,Yes,Senior
972,Machine Learning Engineer,Vantage Health,Edinburgh,"£28,000 - £35,000",02 May 2025,yes,Graduate
707,Data Analyst,Redbridge Telecom,Birmingham,£40k-£55k,14 May 2025,No,
513,Data Scientist,Grove & Co,Edinburgh,"£31,500",24 Oct 2025,yes,Graduate
1255,Data Scientist II,Fenwick Insurance,Bristol,£32k-£42k,23/04/2025,,Mid
1573,Data Analyst,Marlowe Consulting,Sheffield,"£37,000",25/03/2026,Yes,Mid
487,Data Engineer,Grove & Co,Sheffield,,2026-04-14,,Junior
921,Junior Data Scientist,Solstice Energy,Leeds,Competitive salary,26 Jul 2025,yes,Junior
793,Data Analyst,Redbridge Telecom,Birmingham,"£85,000",17 Dec 2025,N/A,Senior
1262,Data Science Intern,BrightPath Retail,london,"£36,000 - £43,000",2025-01-28,yes,Junior
1586,Data Scientist II,Ashford Digital,Leeds,"£55,000 - £75,000",24/11/2025,Hybrid,Senior
791,Analytics Consultant,Ashford Digital,Birmingham,"£37,000",04/07/2025,N/A,Mid
1321,Machine Learning Engineer,Orchard Media,Glasgow,"£32,000 - £42,000",2025-01-14,yes,Mid
1171,Insights Analyst,BrightPath Retail,Glasgow,"£31,500",2025-03-14,No,Junior
976,Data Engineer,Solstice Energy,Sheffield,"£65,000",18 Feb 2026,,Mid
1329,Data Engineer,Marlowe Consulting,Bristol,"£28,000 - £35,000",27/06/2025,N/A,Graduate
41,Data Science Intern,Alderly Bank,LONDON,"£73,000",18 Apr 2025,No,Senior
152,Insights Analyst,Solstice Energy,Liverpool,,2025-11-03,Yes,Junior
1118,Business Intelligence Analyst,BrightPath Retail,Glasgow,"£47,500",18/01/2026,Yes,Mid
1155,Business Intelligence Analyst,Fenwick Insurance,Glasgow,Competitive salary,21/12/2025,N/A,Mid
73,Analytics Consultant,Ashford Digital,Birmingham,Competitive salary,18 Feb 2026,,Mid
1287,Data Scientist,Marlowe Consulting,"London, UK",Competitive salary,10/04/2026,No,Junior
460,Analytics Consultant,Solstice Energy,Birmingham,£40k-£55k,19/06/2025,Yes,
246,Junior Data Scientist,Alderly Bank,Glasgow,"£37,000",2025-07-16,,Mid
1162,Data Analyst,Northwind Analytics,Birmingham,,17 Aug 2025,,Senior
794,Machine Learning Engineer,BrightPath Retail,Liverpool,£32k-£42k,23/09/2025,Hybrid,Mid
120,Business Intelligence Analyst,Grove & Co,Birmingham,,18 Jan 2025,Hybrid,Junior
1153,Junior Data Scientist,Kestrel Logistics,manchester,"£32,000 - £42,000",2026-05-06,yes,Mid
8,Machine Learning Engineer,Fenwick Insurance,Leeds,Competitive salary,2026-01-09,No,Junior
781,Machine Learning Engineer,Orchard Media,Birmingham,"£85,000",07/01/2025,Hybrid,Senior
13,Data Science Intern,Redbridge Telecom,manchester,Competitive salary,09 May 2025,Yes,
479,Data Scientist,Orchard Media,WFH,"£55,000 - £75,000",16/01/2026,No,Senior
213,Business Intelligence Analyst,Grove & Co,Bristol,"£65,000",2025-08-21,N/A,Mid
1364,Machine Learning Engineer,Northwind Analytics,Sheffield,,2025-06-13,No,Senior
79,Data Engineer,Vantage Health,Sheffield,,17 Jan 2026,Hybrid,
759,Junior Data Scientist,Fenwick Insurance,Glasgow,"£37,000",2025-09-29,Hybrid,Junior
1569,Junior Data Scientist,Solstice Energy,Birmingham,,20 Jul 2025,No,
348,Data Analyst,Northwind Analytics,Sheffield,£28k-£35k,2025-01-21,,Junior
1267,Analytics Consultant,Alderly Bank,"London, UK","£48,000 - £63,000",01/04/2025,Yes,
36,Business Intelligence Analyst,Alderly Bank,Glasgow,Competitive salary,03 Jun 2025,Yes,Graduate
1544,Data Science Intern,Solstice Energy,LONDON,£63k-£83k,2026-03-10,No,Senior
1061,Data Scientist,Grove & Co,Edinburgh,"£65,000",14/12/2025,No,Senior
840,Data Scientist II,BrightPath Retail,Liverpool,£32k-£42k,2025-11-04,Hybrid,
134,Data Engineer,Redbridge Telecom,Edinburgh,"£40,000 - £55,000",06 Mar 2025,,Mid
1516,Machine Learning Engineer,Marlowe Consulting,Glasgow,"£85,000",30/08/2025,Hybrid,Senior
117,Business Intelligence Analyst,Kestrel Logistics,WFH,,20/10/2025,yes,Junior
651,Analytics Consultant,Solstice Energy,WFH,£28k-£35k,28 Mar 2026,Hybrid,Junior
1121,Analytics Consultant,Grove & Co,Birmingham,£55k-£75k,2025-02-26,Yes,
294,Data Scientist II,Marlowe Consulting,Liverpool,"£28,000 - £35,000",01 Jul 2025,Yes,Junior
330,Junior Data Scientist,Kestrel Logistics,Birmingham,,14 Mar 2025,N/A,Mid
1693,,,,,,,
590,Analytics Consultant,Marlowe Consulting,Bristol,Competitive salary,28/06/2025,N/A,Mid
1083,Data Science Intern,Solstice Energy,Bristol,,19 Mar 2026,,
1233,Business Intelligence Analyst,Alderly Bank,Leeds,Competitive salary,11 Feb 2026,Hybrid,
504,Data Scientist,Fenwick Insurance,Leeds,"£47,500",10 Mar 2025,N/A,
375,Junior Data Scientist,BrightPath Retail,Edinburgh,"£32,000 - £42,000",28 Mar 2025,,Junior
1014,Data Scientist II,Northwind Analytics,Glasgow,,25 Jun 2025,,Junior
52,Insights Analyst,Redbridge Telecom,Edinburgh,£55k-£75k,19/09/2025,N/A,
899,Analytics Consultant,Alderly Bank,Birmingham,"£55,000 - £75,000",11/02/2026,,Mid
1348,Data Scientist,Fenwick Insurance,Sheffield,"£85,000",29/08/2025,yes,Senior
688,Junior Data Scientist,Vantage Health,Remote,Competitive salary,30/01/2026,Hybrid,Graduate
399,Business Intelligence Analyst,Grove & Co,Bristol,"£32,000 - £42,000",21 Jul 2025,yes,Mid
1285,Insights Analyst,Grove & Co,Glasgow,"£55,000 - £75,000",12 Mar 2025,,
377,Business Intelligence Analyst,Solstice Energy,Birmingham,"£31,500",13/09/2025,yes,Graduate
462,Analytics Consultant,BrightPath Retail,Glasgow,,17 Jan 2026,Yes,Senior
131,Data Analyst,Grove & Co,Leeds,£28k-£35k,06 Mar 2025,No,Junior
1036,Insights Analyst,Marlowe Consulting,Leeds,,07/01/2026,Hybrid,Graduate
598,Data Science Intern,Fenwick Insurance,Greater London,"£63,000 - £83,000",04/03/2026,Yes,Senior
314,Data Science Intern,Orchard Media,Greater London,Competitive salary,08/08/2025,Yes,Mid
779,Data Scientist,Redbridge Telecom,Leeds,"£75,000 - £95,000",12 Feb 2025,,Senior
802,Machine Learning Engineer,Northwind Analytics,Manchester,"£85,000",24 Mar 2025,N/A,Senior
116,Data Scientist II,Alderly Bank,manchester,,20/12/2025,,Senior
1320,Data Scientist II,Solstice Energy,Birmingham,"£28,000 - £35,000",12 Sep 2025,No,Junior
411,Insights Analyst,Redbridge Telecom,Sheffield,"£31,500",21 Mar 2026,Hybrid,Junior
947,Data Analyst,Alderly Bank,Liverpool,Competitive salary,16/09/2025,N/A,
718,Data Science Intern,Grove & Co,Sheffield,"£31,500",31/05/2025,N/A,Junior
360,Data Engineer,Marlowe Consulting,"London, UK","£45,000",01/02/2026,Hybrid,Junior
514,Junior Data Scientist,Orchard Media,Work from home,Competitive salary,09/05/2025,No,Graduate
700,Insights Analyst,Fenwick Insurance,London,"£45,000",27 Feb 2025,,Graduate
313,Machine Learning Engineer,Marlowe Consulting,WFH,£55k-£75k,06 Apr 2025,N/A,Mid
30,Data Scientist II,Northwind Analytics,Edinburgh,Competitive salary,16 Apr 2026,No,Junior
1165,Junior Data Scientist,Grove & Co,Leeds,Competitive salary,01/10/2025,yes,
90,Insights Analyst,Solstice Energy,Bristol,"£47,500",26/12/2025,Yes,Mid
652,Insights Analyst,Grove & Co,Liverpool,£28k-£35k,29 Jan 2025,Hybrid,Junior
431,Junior Data Scientist,Vantage Health,manchester,Competitive salary,2026-01-26,N/A,Mid
388,Machine Learning Engineer,Alderly Bank,Birmingham,£40k-£55k,29 Dec 2025,N/A,
1032,Analytics Consultant,Ashford Digital,Edinburgh,"£75,000 - £95,000",24/09/2025,N/A,Senior
1457,Machine Learning Engineer,Solstice Energy,Edinburgh,,30/09/2025,N/A,Junior
85,Junior Data Scientist,Northwind Analytics,Bristol,,2025-09-09,yes,Junior
1223,Business Intelligence Analyst,Kestrel Logistics,Liverpool,"£40,000 - £55,000",2025-05-21,No,
906,Machine Learning Engineer,Alderly Bank,Manchester,"£55,000 - £75,000",06/05/2025,Hybrid,
293,Business Intelligence Analyst,Solstice Energy,Edinburgh,"£28,000 - £35,000",06/04/2025,,Junior
898,Data Science Intern,Orchard Media,Edinburgh,"£47,500",20 Dec 2025,Yes,Mid
1528,Data Science Intern,Orchard Media,Glasgow,Competitive salary,2025-07-11,yes,Graduate
1261,Business Intelligence Analyst,Kestrel Logistics,remote,Competitive salary,08/11/2025,yes,Graduate
893,Data Science Intern,Solstice Energy,Sheffield,,06 Sep 2025,yes,Junior
496,Analytics Consultant,Alderly Bank,Liverpool,Competitive salary,01 Jun 2025,No,Mid
139,Analytics Consultant,Marlowe Consulting,Sheffield,Competitive salary,2026-01-05,,Junior
172,Data Engineer,Fenwick Insurance,Glasgow,£40k-£55k,09/02/2025,Yes,Mid
378,Analytics Consultant,Northwind Analytics,manchester,,13 Apr 2025,yes,
795,Analytics Consultant,Orchard Media,Edinburgh,£28k-£35k,2025-09-15,No,Junior
78,Analytics Consultant,Grove & Co,Glasgow,"£31,500",24/04/2025,N/A,Junior
469,Insights Analyst,Marlowe Consulting,Birmingham,Competitive salary,24/04/2026,yes,Junior
229,Insights Analyst,Kestrel Logistics,Greater London,Competitive salary,19 Nov 2025,yes,
224,Data Engineer,Redbridge Telecom,Liverpool,"£28,000 - £35,000",2025-01-20,N/A,Graduate
981,Data Science Intern,Grove & Co,manchester,,03/05/2025,Hybrid,Mid
961,Junior Data Scientist,Fenwick Insurance,Bristol,,2025-08-10,yes,Junior
74,Analytics Consultant,Orchard Media,Sheffield,"£75,000 - £95,000",23/05/2025,No,Senior
1204,Insights Analyst,Alderly Bank,Edinburgh,,2026-04-24,,Junior
261,Insights Analyst,Northwind Analytics,Leeds,Competitive salary,18/01/2025,yes,Junior
1587,Insights Analyst,Solstice Energy,Birmingham,,29/06/2025,,Mid
1563,Junior Data Scientist,Orchard Media,Liverpool,"£40,000 - £55,000",12 Apr 2025,N/A,Mid
1137,Analytics Consultant,Grove & Co,manchester,,26 Sep 2025,Yes,Junior
178,Data Analyst,Ashford Digital,Liverpool,£55k-£75k,20/05/2025,yes,Senior
414,Analytics Consultant,Vantage Health,Edinburgh,"£85,000",24/05/2025,N/A,Senior
809,Data Engineer,BrightPath Retail,Glasgow,,2025-12-11,,Mid
245,Junior Data Scientist,Redbridge Telecom,WFH,"£28,000 - £35,000",25 Jul 2025,Yes,Graduate
223,Insights Analyst,BrightPath Retail,Birmingham,"£47,500",13/10/2025,No,
536,Analytics Consultant,Solstice Energy,london,£36k-£43k,18 Jan 2025,yes,Graduate
1168,Data Scientist II,Solstice Energy,Birmingham,"£31,500",2026-03-11,Hybrid,Junior
1594,Data Scientist II,Marlowe Consulting,Sheffield,Competitive salary,25/10/2025,N/A,
587,Data Engineer,Alderly Bank,Glasgow,"£28,000 - £35,000",31/01/2025,N/A,Graduate
1099,Data Analyst,Fenwick Insurance,Edinburgh,"£47,500",2025-01-06,,Mid
584,Data Scientist,Ashford Digital,Liverpool,"£85,000",12/04/2025,Yes,Senior
816,Data Scientist II,Solstice Energy,Glasgow,,16/09/2025,yes,Senior
1424,Analytics Consultant,Grove & Co,LONDON,£36k-£43k,02 Dec 2025,N/A,Junior
1527,Machine Learning Engineer,Kestrel Logistics,Bristol,£28k-£35k,03 Mar 2025,,Graduate
526,Data Engineer,Solstice Energy,Work from home,,10/03/2025,,Graduate
734,Data Scientist,Alderly Bank,LONDON,Competitive salary,29 Mar 2025,Yes,Junior
671,Data Scientist II,Vantage Health,Edinburgh,£28k-£35k,2026-01-06,,Junior
1100,Data Engineer,Orchard Media,Manchester,Competitive salary,25/02/2026,Yes,Mid
376,Data Science Intern,Solstice Energy,"London, UK","£55,500",2025-04-20,Hybrid,
137,Analytics Consultant,Orchard Media,Remote,"£55,000 - £75,000",2026-04-06,Hybrid,
1001,Junior Data Scientist,Fenwick Insurance,Sheffield,,02 Feb 2025,,
326,Business Intelligence Analyst,Fenwick Insurance,manchester,£28k-£35k,20 Feb 2026,yes,Junior
237,Data Engineer,Marlowe Consulting,Bristol,Competitive salary,15 Jan 2026,No,Mid
235,Data Scientist II,Ashford Digital,Bristol,,24/02/2026,No,Junior
1306,Machine Learning Engineer,Kestrel Logistics,Leeds,,2026-04-18,Yes,Mid
145,Data Analyst,Fenwick Insurance,Liverpool,Competitive salary,26/04/2025,yes,Junior
457,Junior Data Scientist,Solstice Energy,Glasgow,"£55,000 - £75,000",02/02/2025,N/A,
1413,Data Analyst,Redbridge Telecom,Birmingham,"£55,000 - £75,000",2025-06-15,Yes,Mid
1358,Data Scientist,Alderly Bank,manchester,"£75,000 - £95,000",2025-03-06,,Senior
264,Data Scientist II,Kestrel Logistics,Work from home,Competitive salary,01 May 2026,N/A,Senior
920,Machine Learning Engineer,Solstice Energy,Manchester,"£55,000 - £75,000",2025-02-17,,
1426,Data Science Intern,Grove & Co,London,"£55,500",2025-02-12,,Mid
1557,Data Engineer,Alderly Bank,Work from home,,16/03/2026,No,Junior
810,Analytics Consultant,Marlowe Consulting,Manchester,,22 Dec 2025,Yes,Mid
1419,Data Scientist,Kestrel Logistics,Glasgow,"£28,000 - £35,000",28/10/2025,Hybrid,Graduate
1284,Data Engineer,Vantage Health,Birmingham,"£31,500",2025-06-06,Hybrid,Graduate
22,Data Analyst,Marlowe Consulting,Leeds,Competitive salary,09 Mar 2025,yes,
1230,Data Scientist II,Marlowe Consulting,Birmingham,£55k-£75k,16/01/2025,No,Senior
520,Data Scientist II,Orchard Media,Sheffield,£55k-£75k,18 Aug 2025,,Senior
1000,Data Science Intern,Ashford Digital,Liverpool,Competitive salary,2026-02-07,No,Senior
389,Insights Analyst,Fenwick Insurance,Leeds,"£47,500",2025-03-07,N/A,
570,Junior Data Scientist,Redbridge Telecom,Sheffield,Competitive salary,24 Nov 2025,yes,Graduate
1575,Analytics Consultant,Vantage Health,Leeds,£28k-£35k,22 Mar 2026,,Junior
848,Data Science Intern,Fenwick Insurance,Remote,Competitive salary,03/02/2025,,Mid
852,Junior Data Scientist,Vantage Health,Birmingham,"£75,000 - £95,000",01/08/2025,No,Senior
21,Data Engineer,Northwind Analytics,"Manchester, UK","£28,000 - £35,000",2026-04-09,Hybrid,Junior
1414,Junior Data Scientist,Marlowe Consulting,Glasgow,"£47,500",2025-09-14,No,
839,Data Analyst,Orchard Media,Edinburgh,£40k-£55k,27 Feb 2025,N/A,
559,Analytics Consultant,Ashford Digital,Edinburgh,Competitive salary,13/10/2025,Hybrid,Senior
1339,Insights Analyst,Vantage Health,Edinburgh,"£55,000 - £75,000",07 Jun 2025,N/A,Senior
420,Machine Learning Engineer,Solstice Energy,Sheffield,Competitive salary,10/10/2025,Hybrid,Mid
635,Insights Analyst,Kestrel Logistics,Leeds,,10 Mar 2025,yes,Senior
1579,Data Science Intern,Redbridge Telecom,Liverpool,Competitive salary,06 Mar 2026,Yes,Junior
1455,Machine Learning Engineer,Alderly Bank,Sheffield,,01 Dec 2025,,
1169,Analytics Consultant,Alderly Bank,Liverpool,£40k-£55k,29 Jan 2025,No,Mid
1394,Business Intelligence Analyst,Ashford Digital,Liverpool,,08/01/2026,Hybrid,
866,Machine Learning Engineer,Ashford Digital,Glasgow,"£32,000 - £42,000",2025-04-07,Yes,Graduate
529,Machine Learning Engineer,BrightPath Retail,Birmingham,"£31,500",14 Mar 2026,,Graduate
477,Data Scientist,Ashford Digital,Bristol,"£31,500",21/02/2026,Yes,Graduate
1274,Data Science Intern,Fenwick Insurance,Leeds,"£55,000 - £75,000",10/05/2026,N/A,Mid
1428,Business Intelligence Analyst,Vantage Health,Liverpool,,18 Oct 2025,Yes,Junior
1227,Data Science Intern,Fenwick Insurance,Glasgow,"£40,000 - £55,000",2026-04-08,N/A,Mid
291,Data Science Intern,Alderly Bank,Sheffield,£28k-£35k,2026-01-01,Yes,Junior
320,Analytics Consultant,Grove & Co,Liverpool,,2025-05-28,No,Graduate
1525,Data Scientist II,Grove & Co,Bristol,"£28,000 - £35,000",22 Mar 2026,N/A,Junior
824,Insights Analyst,BrightPath Retail,manchester,£28k-£35k,11 Jan 2025,Hybrid,Junior
762,Data Scientist II,Ashford Digital,"Manchester, UK","£47,500",03 May 2025,Yes,Mid
468,Analytics Consultant,Kestrel Logistics,Edinburgh,Competitive salary,05/03/2025,,
799,Junior Data Scientist,BrightPath Retail,Remote,,23/01/2026,Yes,Junior
1493,Machine Learning Engineer,Vantage Health,Glasgow,Competitive salary,21 May 2025,Yes,
678,Data Scientist,Solstice Energy,London,"£40,000 - £50,000",07/08/2025,No,
1006,Analytics Consultant,Ashford Digital,manchester,£40k-£55k,08/06/2025,N/A,Mid
493,Data Science Intern,Orchard Media,Glasgow,"£40,000 - £55,000",19 Jul 2025,Yes,
186,Insights Analyst,Orchard Media,Birmingham,"£28,000 - £35,000",04 May 2026,yes,Graduate
595,Data Analyst,Northwind Analytics,Birmingham,"£28,000 - £35,000",2025-09-06,Yes,Junior
1168,Data Scientist II,Solstice Energy,Birmingham,"£31,500",2026-03-11,Hybrid,Junior
1412,Business Intelligence Analyst,Ashford Digital,Sheffield,"£40,000 - £55,000",2026-02-06,No,Mid
422,Data Engineer,Grove & Co,Leeds,Competitive salary,11 Jan 2025,Yes,Senior
782,Machine Learning Engineer,Vantage Health,Glasgow,,16/02/2026,Hybrid,Mid
